payment_id,user_id,subscription_id,amount,payment_date,method,status,created_at
116,421,421,50000,2024-11-24 03:17:59,bank_transfer,completed,2024-11-24 03:17:59
117,758,758,100000,2024-10-07 20:57:14,credit_card,completed,2024-10-07 20:57:14
118,544,544,50000,2025-06-13 10:04:36,credit_card,completed,2025-06-13 10:04:36
119,885,885,150000,2025-03-02 18:13:23,credit_card,completed,2025-03-02 18:13:23
120,640,640,150000,2024-09-22 16:47:48,gopay,completed,2024-09-22 16:47:48
121,383,383,50000,2024-03-22 07:22:54,credit_card,failed,2024-03-22 07:22:54
122,644,644,50000,2025-05-28 04:56:02,bank_transfer,completed,2025-05-28 04:56:02
123,658,658,100000,2024-07-07 09:36:59,gopay,pending,2024-07-07 09:36:59
124,32,32,100000,2024-08-06 03:25:42,dana,completed,2024-08-06 03:25:42
125,66,66,100000,2024-03-02 01:04:49,gopay,pending,2024-03-02 01:04:49
126,955,955,100000,2024-11-14 20:44:33,dana,completed,2024-11-14 20:44:33
127,658,658,100000,2024-06-24 11:20:16,gopay,failed,2024-06-24 11:20:16
128,238,238,100000,2024-02-27 03:11:40,dana,failed,2024-02-27 03:11:40
129,834,834,50000,2024-10-01 10:36:06,gopay,pending,2024-10-01 10:36:06
130,825,825,50000,2024-11-27 06:17:20,credit_card,pending,2024-11-27 06:17:20
131,750,750,50000,2025-01-22 18:01:47,gopay,pending,2025-01-22 18:01:47
132,511,511,100000,2024-09-16 23:40:46,bank_transfer,failed,2024-09-16 23:40:46
133,99,99,100000,2025-08-03 05:43:11,dana,completed,2025-08-03 05:43:11
134,797,797,50000,2024-08-30 04:33:57,gopay,completed,2024-08-30 04:33:57
135,22,22,50000,2024-07-26 02:02:45,gopay,failed,2024-07-26 02:02:45
136,542,542,150000,2024-03-27 02:05:57,credit_card,pending,2024-03-27 02:05:57
137,577,577,150000,2024-03-18 01:50:43,gopay,completed,2024-03-18 01:50:43
138,84,84,150000,2024-03-25 15:07:11,dana,pending,2024-03-25 15:07:11
139,750,750,50000,2025-03-12 04:44:06,dana,completed,2025-03-12 04:44:06
140,868,868,50000,2024-09-20 07:39:17,credit_card,failed,2024-09-20 07:39:17
141,907,907,100000,2024-07-15 08:41:36,bank_transfer,completed,2024-07-15 08:41:36
142,862,862,150000,2025-05-19 18:25:28,gopay,pending,2025-05-19 18:25:28
143,453,453,50000,2025-02-09 09:21:57,credit_card,completed,2025-02-09 09:21:57
144,443,443,50000,2024-01-22 02:52:22,dana,pending,2024-01-22 02:52:22
145,475,475,50000,2025-06-11 11:53:36,gopay,failed,2025-06-11 11:53:36
146,31,31,100000,2025-08-20 05:03:09,bank_transfer,completed,2025-08-20 05:03:09
147,438,438,150000,2025-08-30 07:07:15,credit_card,pending,2025-08-30 07:07:15
148,71,71,50000,2024-10-14 13:54:22,bank_transfer,completed,2024-10-14 13:54:22
149,167,167,100000,2024-06-28 11:51:25,dana,failed,2024-06-28 11:51:25
150,395,395,150000,2024-01-04 15:56:18,bank_transfer,failed,2024-01-04 15:56:18
151,349,349,150000,2024-04-29 17:22:05,gopay,failed,2024-04-29 17:22:05
152,682,682,150000,2024-01-26 20:06:56,dana,failed,2024-01-26 20:06:56
153,769,769,50000,2024-02-03 21:51:57,bank_transfer,completed,2024-02-03 21:51:57
154,996,996,100000,2024-04-11 13:05:45,dana,failed,2024-04-11 13:05:45
155,429,429,150000,2025-08-17 21:42:17,gopay,completed,2025-08-17 21:42:17
156,464,464,100000,2025-05-02 22:01:31,credit_card,failed,2025-05-02 22:01:31
157,703,703,50000,2025-06-25 08:45:05,gopay,failed,2025-06-25 08:45:05
158,283,283,50000,2024-02-14 12:54:37,credit_card,pending,2024-02-14 12:54:37
159,174,174,100000,2025-04-26 22:56:46,credit_card,pending,2025-04-26 22:56:46
160,832,832,100000,2024-09-28 07:46:19,bank_transfer,completed,2024-09-28 07:46:19
161,621,621,100000,2024-04-25 18:45:06,gopay,pending,2024-04-25 18:45:06
162,302,302,100000,2024-02-17 13:23:46,credit_card,completed,2024-02-17 13:23:46
163,286,286,150000,2025-01-28 21:55:45,credit_card,failed,2025-01-28 21:55:45
164,14,14,150000,2024-06-03 13:10:11,credit_card,completed,2024-06-03 13:10:11
165,830,830,150000,2025-04-06 19:00:08,dana,failed,2025-04-06 19:00:08
166,768,768,50000,2024-10-25 20:54:02,bank_transfer,completed,2024-10-25 20:54:02
167,853,853,150000,2024-03-21 07:02:24,credit_card,completed,2024-03-21 07:02:24
168,118,118,150000,2025-08-15 20:26:11,gopay,completed,2025-08-15 20:26:11
169,709,709,150000,2024-04-27 12:12:04,gopay,failed,2024-04-27 12:12:04
170,870,870,50000,2024-08-18 17:49:45,gopay,failed,2024-08-18 17:49:45
171,373,373,150000,2024-02-28 10:44:10,gopay,failed,2024-02-28 10:44:10
172,574,574,150000,2024-06-18 07:25:29,bank_transfer,pending,2024-06-18 07:25:29
173,147,147,50000,2024-02-05 17:58:45,gopay,pending,2024-02-05 17:58:45
174,193,193,50000,2024-07-29 01:28:17,gopay,completed,2024-07-29 01:28:17
175,441,441,150000,2024-02-13 09:49:34,dana,failed,2024-02-13 09:49:34
176,833,833,50000,2024-12-03 16:28:58,dana,failed,2024-12-03 16:28:58
177,473,473,50000,2024-01-08 18:56:03,gopay,failed,2024-01-08 18:56:03
178,887,887,150000,2025-02-26 01:58:54,bank_transfer,failed,2025-02-26 01:58:54
179,487,487,100000,2025-06-25 21:58:19,bank_transfer,failed,2025-06-25 21:58:19
180,360,360,150000,2024-04-05 16:16:16,gopay,completed,2024-04-05 16:16:16
181,672,672,150000,2025-06-17 06:38:11,gopay,failed,2025-06-17 06:38:11
182,312,312,100000,2024-01-10 20:56:01,dana,pending,2024-01-10 20:56:01
183,582,582,100000,2025-07-10 21:17:11,dana,pending,2025-07-10 21:17:11
184,356,356,50000,2024-12-28 10:11:53,credit_card,failed,2024-12-28 10:11:53
185,536,536,50000,2024-05-06 07:57:14,credit_card,failed,2024-05-06 07:57:14
186,805,805,150000,2024-10-27 04:05:44,gopay,pending,2024-10-27 04:05:44
187,43,43,150000,2025-06-27 12:06:54,bank_transfer,pending,2025-06-27 12:06:54
188,373,373,150000,2024-01-08 06:22:39,credit_card,failed,2024-01-08 06:22:39
189,820,820,150000,2024-10-25 04:45:31,bank_transfer,failed,2024-10-25 04:45:31
190,152,152,150000,2025-09-04 22:22:55,gopay,failed,2025-09-04 22:22:55
191,141,141,150000,2024-05-09 23:49:35,bank_transfer,completed,2024-05-09 23:49:35
192,162,162,50000,2024-10-04 22:08:08,bank_transfer,pending,2024-10-04 22:08:08
193,116,116,50000,2025-05-02 07:53:21,gopay,failed,2025-05-02 07:53:21
194,894,894,100000,2024-09-20 19:26:45,bank_transfer,completed,2024-09-20 19:26:45
195,858,858,150000,2024-06-21 12:57:24,bank_transfer,completed,2024-06-21 12:57:24
196,344,344,150000,2025-06-10 15:49:21,credit_card,completed,2025-06-10 15:49:21
197,263,263,50000,2024-08-01 12:56:51,dana,completed,2024-08-01 12:56:51
198,304,304,100000,2024-01-06 11:25:53,bank_transfer,completed,2024-01-06 11:25:53
199,27,27,100000,2024-12-17 12:35:28,credit_card,completed,2024-12-17 12:35:28
200,323,323,150000,2024-02-18 01:00:56,gopay,pending,2024-02-18 01:00:56
201,66,66,100000,2025-03-21 05:17:15,gopay,completed,2025-03-21 05:17:15
202,550,550,150000,2025-02-21 12:43:37,gopay,completed,2025-02-21 12:43:37
203,667,667,150000,2024-12-19 15:16:42,dana,completed,2024-12-19 15:16:42
204,928,928,50000,2025-05-08 16:05:20,credit_card,completed,2025-05-08 16:05:20
205,130,130,50000,2024-11-08 14:10:27,credit_card,pending,2024-11-08 14:10:27
206,242,242,50000,2024-11-08 17:09:31,bank_transfer,failed,2024-11-08 17:09:31
207,421,421,50000,2025-01-11 08:18:28,credit_card,completed,2025-01-11 08:18:28
208,144,144,100000,2024-11-13 22:12:28,gopay,failed,2024-11-13 22:12:28
209,972,972,150000,2024-01-08 20:51:25,gopay,failed,2024-01-08 20:51:25
210,401,401,100000,2025-05-06 22:27:14,dana,failed,2025-05-06 22:27:14
211,217,217,100000,2024-09-23 21:10:12,gopay,pending,2024-09-23 21:10:12
212,846,846,50000,2025-03-24 04:27:32,gopay,completed,2025-03-24 04:27:32
213,198,198,50000,2024-12-09 18:52:53,dana,completed,2024-12-09 18:52:53
214,649,649,50000,2024-06-29 15:26:23,credit_card,pending,2024-06-29 15:26:23
215,298,298,50000,2025-03-05 16:59:48,gopay,pending,2025-03-05 16:59:48
216,73,73,50000,2025-08-26 10:29:02,bank_transfer,completed,2025-08-26 10:29:02
217,635,635,100000,2024-12-09 14:11:09,gopay,completed,2024-12-09 14:11:09
218,207,207,100000,2024-12-18 17:21:37,dana,completed,2024-12-18 17:21:37
219,79,79,150000,2024-12-01 20:48:07,dana,failed,2024-12-01 20:48:07
220,493,493,50000,2024-01-24 12:13:41,credit_card,failed,2024-01-24 12:13:41
221,778,778,50000,2024-03-27 04:27:32,bank_transfer,failed,2024-03-27 04:27:32
222,814,814,50000,2024-12-14 02:41:54,bank_transfer,pending,2024-12-14 02:41:54
223,362,362,100000,2024-06-04 07:47:19,bank_transfer,failed,2024-06-04 07:47:19
224,322,322,150000,2024-02-09 23:04:42,credit_card,pending,2024-02-09 23:04:42
225,565,565,50000,2024-12-04 00:13:27,bank_transfer,failed,2024-12-04 00:13:27
226,403,403,50000,2024-09-08 21:32:42,dana,pending,2024-09-08 21:32:42
227,89,89,150000,2025-02-20 06:39:50,gopay,pending,2025-02-20 06:39:50
228,998,998,150000,2024-11-06 20:17:56,gopay,completed,2024-11-06 20:17:56
229,357,357,150000,2024-09-24 14:32:04,bank_transfer,pending,2024-09-24 14:32:04
230,900,900,100000,2024-04-16 05:29:40,gopay,completed,2024-04-16 05:29:40
231,174,174,100000,2024-11-21 18:50:56,bank_transfer,completed,2024-11-21 18:50:56
232,879,879,100000,2024-01-30 04:10:01,dana,completed,2024-01-30 04:10:01
233,401,401,100000,2025-02-12 20:57:04,gopay,pending,2025-02-12 20:57:04
234,965,965,150000,2025-09-11 16:54:13,credit_card,completed,2025-09-11 16:54:13
235,38,38,100000,2025-08-06 09:40:57,credit_card,pending,2025-08-06 09:40:57
236,59,59,150000,2025-08-01 05:26:29,credit_card,completed,2025-08-01 05:26:29
237,527,527,150000,2024-08-26 21:31:47,gopay,failed,2024-08-26 21:31:47
238,307,307,50000,2024-04-20 10:49:13,credit_card,failed,2024-04-20 10:49:13
239,770,770,150000,2024-10-01 19:50:37,credit_card,pending,2024-10-01 19:50:37
240,171,171,150000,2024-03-29 01:05:28,gopay,pending,2024-03-29 01:05:28
241,915,915,150000,2024-11-22 12:51:00,bank_transfer,pending,2024-11-22 12:51:00
242,217,217,100000,2025-03-24 21:04:03,credit_card,failed,2025-03-24 21:04:03
243,507,507,150000,2025-07-24 16:10:57,gopay,completed,2025-07-24 16:10:57
244,719,719,150000,2024-03-06 15:51:41,dana,failed,2024-03-06 15:51:41
245,217,217,100000,2025-08-27 14:40:15,dana,completed,2025-08-27 14:40:15
246,649,649,50000,2024-11-12 00:43:09,dana,failed,2024-11-12 00:43:09
247,260,260,100000,2025-01-10 17:48:30,credit_card,completed,2025-01-10 17:48:30
248,570,570,150000,2024-12-21 06:07:32,dana,pending,2024-12-21 06:07:32
249,437,437,100000,2024-09-05 22:34:41,bank_transfer,pending,2024-09-05 22:34:41
250,568,568,150000,2025-04-17 13:15:12,gopay,completed,2025-04-17 13:15:12
251,119,119,150000,2024-05-22 02:26:39,gopay,completed,2024-05-22 02:26:39
252,248,248,150000,2025-05-01 04:49:08,bank_transfer,completed,2025-05-01 04:49:08
253,667,667,150000,2025-07-24 13:57:04,gopay,pending,2025-07-24 13:57:04
254,166,166,100000,2024-06-07 14:12:35,dana,pending,2024-06-07 14:12:35
255,129,129,100000,2024-07-03 07:37:58,credit_card,pending,2024-07-03 07:37:58
256,322,322,150000,2025-08-12 04:50:40,bank_transfer,failed,2025-08-12 04:50:40
257,131,131,50000,2024-04-08 05:12:57,dana,failed,2024-04-08 05:12:57
258,678,678,150000,2024-02-03 00:54:56,gopay,pending,2024-02-03 00:54:56
259,233,233,150000,2024-10-05 02:32:00,credit_card,failed,2024-10-05 02:32:00
260,791,791,100000,2025-01-07 11:09:46,dana,failed,2025-01-07 11:09:46
261,728,728,150000,2025-02-16 11:16:20,dana,pending,2025-02-16 11:16:20
262,913,913,150000,2024-08-30 01:29:00,gopay,completed,2024-08-30 01:29:00
263,583,583,150000,2025-05-29 15:08:31,bank_transfer,completed,2025-05-29 15:08:31
264,492,492,100000,2024-01-14 19:13:17,dana,pending,2024-01-14 19:13:17
265,165,165,50000,2024-12-16 15:05:20,gopay,failed,2024-12-16 15:05:20
266,136,136,50000,2024-09-14 01:26:41,bank_transfer,failed,2024-09-14 01:26:41
267,503,503,50000,2025-09-15 12:33:35,gopay,failed,2025-09-15 12:33:35
268,279,279,100000,2024-05-21 09:16:50,dana,failed,2024-05-21 09:16:50
269,141,141,150000,2024-12-11 01:45:39,gopay,pending,2024-12-11 01:45:39
270,189,189,50000,2024-08-27 02:47:34,gopay,pending,2024-08-27 02:47:34
271,788,788,100000,2024-09-16 03:54:50,credit_card,failed,2024-09-16 03:54:50
272,302,302,100000,2024-02-14 02:56:37,dana,failed,2024-02-14 02:56:37
273,505,505,150000,2025-07-26 07:21:01,bank_transfer,pending,2025-07-26 07:21:01
274,308,308,150000,2024-06-08 03:13:45,gopay,completed,2024-06-08 03:13:45
275,835,835,150000,2024-04-21 13:16:49,gopay,failed,2024-04-21 13:16:49
276,420,420,100000,2024-06-20 06:04:01,bank_transfer,pending,2024-06-20 06:04:01
277,842,842,50000,2024-02-17 09:04:00,credit_card,failed,2024-02-17 09:04:00
278,880,880,100000,2024-07-14 06:08:22,dana,failed,2024-07-14 06:08:22
279,221,221,50000,2025-01-25 06:28:03,gopay,pending,2025-01-25 06:28:03
280,105,105,50000,2024-05-07 03:41:29,gopay,completed,2024-05-07 03:41:29
281,384,384,100000,2025-01-11 09:43:15,dana,failed,2025-01-11 09:43:15
282,235,235,100000,2025-07-31 17:41:18,gopay,failed,2025-07-31 17:41:18
283,600,600,150000,2025-06-13 17:40:53,credit_card,failed,2025-06-13 17:40:53
284,609,609,100000,2025-02-15 11:21:28,dana,pending,2025-02-15 11:21:28
285,5,5,150000,2024-12-19 09:58:58,bank_transfer,completed,2024-12-19 09:58:58
286,20,20,150000,2025-02-14 15:59:26,credit_card,pending,2025-02-14 15:59:26
287,152,152,150000,2025-05-05 23:39:41,dana,pending,2025-05-05 23:39:41
288,941,941,150000,2024-08-18 08:58:04,dana,pending,2024-08-18 08:58:04
289,697,697,150000,2025-01-19 18:04:23,gopay,failed,2025-01-19 18:04:23
290,340,340,150000,2025-05-16 21:20:32,gopay,pending,2025-05-16 21:20:32
291,625,625,100000,2025-04-30 23:30:52,gopay,pending,2025-04-30 23:30:52
292,475,475,50000,2025-06-08 07:58:36,dana,completed,2025-06-08 07:58:36
293,372,372,100000,2024-01-17 06:29:49,dana,completed,2024-01-17 06:29:49
294,290,290,50000,2024-04-07 22:29:20,dana,pending,2024-04-07 22:29:20
295,132,132,100000,2024-04-28 04:46:53,credit_card,completed,2024-04-28 04:46:53
296,382,382,50000,2025-05-25 22:17:51,dana,pending,2025-05-25 22:17:51
297,449,449,150000,2025-06-01 07:52:11,bank_transfer,pending,2025-06-01 07:52:11
298,947,947,150000,2024-12-31 15:14:50,dana,failed,2024-12-31 15:14:50
299,739,739,50000,2025-02-08 01:17:19,bank_transfer,pending,2025-02-08 01:17:19
300,659,659,50000,2025-04-10 16:17:24,bank_transfer,failed,2025-04-10 16:17:24
301,746,746,50000,2024-11-30 13:06:52,gopay,pending,2024-11-30 13:06:52
302,791,791,100000,2024-11-29 18:09:26,dana,failed,2024-11-29 18:09:26
303,572,572,100000,2024-07-04 03:54:55,bank_transfer,completed,2024-07-04 03:54:55
304,631,631,50000,2025-05-08 22:38:57,dana,pending,2025-05-08 22:38:57
305,200,200,50000,2025-08-03 16:40:30,bank_transfer,completed,2025-08-03 16:40:30
306,756,756,50000,2024-08-11 09:48:33,credit_card,completed,2024-08-11 09:48:33
307,162,162,50000,2025-09-18 00:40:31,dana,pending,2025-09-18 00:40:31
308,450,450,150000,2024-10-14 11:41:05,dana,completed,2024-10-14 11:41:05
309,575,575,100000,2024-09-30 06:36:26,credit_card,completed,2024-09-30 06:36:26
310,553,553,50000,2024-04-20 10:06:42,bank_transfer,pending,2024-04-20 10:06:42
311,243,243,50000,2025-02-08 02:48:04,bank_transfer,failed,2025-02-08 02:48:04
312,343,343,100000,2025-01-07 14:03:54,gopay,failed,2025-01-07 14:03:54
313,278,278,150000,2025-05-29 10:51:16,dana,completed,2025-05-29 10:51:16
314,710,710,150000,2025-02-07 13:53:16,gopay,pending,2025-02-07 13:53:16
315,399,399,50000,2025-01-15 04:28:40,dana,failed,2025-01-15 04:28:40
316,971,971,150000,2025-03-12 07:23:17,credit_card,completed,2025-03-12 07:23:17
317,827,827,150000,2024-05-10 00:22:53,dana,completed,2024-05-10 00:22:53
318,906,906,100000,2025-02-18 06:48:10,bank_transfer,completed,2025-02-18 06:48:10
319,899,899,100000,2024-05-29 06:12:02,dana,failed,2024-05-29 06:12:02
320,58,58,150000,2025-06-10 14:37:23,gopay,failed,2025-06-10 14:37:23
321,532,532,100000,2024-07-24 04:34:43,bank_transfer,failed,2024-07-24 04:34:43
322,758,758,100000,2024-05-25 05:51:15,bank_transfer,pending,2024-05-25 05:51:15
323,244,244,50000,2024-09-19 13:54:21,bank_transfer,completed,2024-09-19 13:54:21
324,355,355,50000,2025-02-26 13:57:58,dana,pending,2025-02-26 13:57:58
325,980,980,100000,2024-03-15 04:22:16,bank_transfer,failed,2024-03-15 04:22:16
326,743,743,100000,2025-07-19 21:26:27,bank_transfer,completed,2025-07-19 21:26:27
